Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name
S19128800024,05/22/2014,4165,I-35 Spirits / Ankeny,113 SE DELAWARE AVE STE 101,ANKENY,50023,"113 SE DELAWARE AVE STE 101
ANKENY 50023
(41.731732, -93.58109)",77,Polk,1031080,VODKA 80 PROOF
S13750400014,08/06/2013,4429,Kum & Go #32 / Colfax,1200 N WALNUT ST,COLFAX,50054,"1200 N WALNUT ST
COLFAX 50054
(41.686844, -93.247234)",50,Jasper,1082900,MISC. IMPORTED CORDIALS & LIQUEURS
S18980000105,05/15/2014,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,"3424 MARTIN LUTHER KING JR PKW
DES MOINES 50310
(41.626402, -93.651112)",77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S28330000037,10/07/2015,5172,Uptown Liquor & Tobacco,2000 WILLEY BLVD SW,CEDAR RAPIDS,52404,"2000 WILLEY BLVD SW
CEDAR RAPIDS 52404
(41.960205, -91.72574)",57,Linn,1032080,IMPORTED VODKA
S20148600012,07/17/2014,4803,Walgreens #07453 / Des Moines,104 E EUCLID AVE,DES MOINES,50313,"104 E EUCLID AVE
DES MOINES 50313
(41.627683, -93.617219)",77,Polk,1081600,WHISKEY LIQUEUR
S07929800099,09/25/2012,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,"1823 E KIMBERLY RD
DAVENPORT 52807
(41.556781, -90.548919)",82,Scott,1081200,CREAM LIQUEURS
S09862200007,01/03/2013,3440,Hawkeye Pantry,501 LOCUST ST,DES MOINES,50309,"501 LOCUST ST
DES MOINES 50309
(41.586987, -93.624123)",77,Polk,1011100,BLENDED WHISKIES
S14305600008,09/04/2013,4291,Fareway Stores #597 / Creston,105 E ADAMS ST,CRESTON,50801,"105 E ADAMS ST
CRESTON 50801
(40.715722, -94.237509)",88,Union,1031080,VODKA 80 PROOF
S12219300026,05/14/2013,3774,Eagle Country Market / Dubuque,1800 ELM ST,DUBUQUE,52001,"1800 ELM ST
DUBUQUE 52001
(42.511105, -90.665763)",31,Dubuque,1012200,SCOTCH WHISKIES
S22743400064,12/04/2014,2959,Dahl's / Merle Hay,4343 MERLE HAY ROAD,DES MOINES,50310,"4343 MERLE HAY ROAD
DES MOINES 50310
(41.637408, -93.697647)",77,Polk,1062310,SPICED RUM
S26070700013,06/08/2015,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,"2411 S 24TH ST #1
COUNCIL BLUFFS 51501
(41.238118, -95.879202)",78,Pottawattamie,1081600,WHISKEY LIQUEUR
S09885000005,01/07/2013,4221,Kwik Stop / Texas St,4335 TEXAS ST,WATERLOO,50702,"4335 TEXAS ST
WATERLOO 50702
(42.453056, -92.306999)",7,Black Hawk,1062300,FLAVORED RUM
S28458300015,10/14/2015,5151,IDA Liquor,"500, HWY 175",IDA GROVE,51445,"500, HWY 175
IDA GROVE 51445
",47,Ida,1041150,FLAVORED GINS
S25940400007,06/03/2015,5025,Hawkeye Convenience Stores / 1st Ave,1581 1ST AVE SE,CEDAR RAPIDS,52403,"1581 1ST AVE SE
CEDAR RAPIDS 52403
(41.989568, -91.649703)",57,Linn,1052010,IMPORTED GRAPE BRANDIES
S03613800042,01/17/2012,2959,Dahl's / Merle Hay,4343 MERLE HAY ROAD,DES MOINES,50310,"4343 MERLE HAY ROAD
DES MOINES 50310
(41.637408, -93.697647)",77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S04374500007,03/05/2012,4277,Cork It!,769 PROSPECT ST SW,LE MARS,51031,"769 PROSPECT ST SW
LE MARS 51031
(42.776296, -96.178479)",75,Plymouth,1032080,IMPORTED VODKA
S24673100035,03/24/2015,3626,Wal-Mart 2714 / Spencer,500  11TH ST,SPENCER,51301,"500 11TH ST
SPENCER 51301
(43.126816, -95.152474)",21,Clay,1012100,CANADIAN WHISKIES
S04650800118,03/20/2012,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,"1725 74TH ST
WEST DES MOINES 50266
(41.598514, -93.808855)",77,Polk,1031200,VODKA FLAVORED
S07494200054,08/31/2012,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,"3301 GORDON DR
SIOUX CITY 51105
(42.487752, -96.364108)",97,Woodbury,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S14633400014,09/18/2013,3841,Hartig Drug Company #2 / Locust,157 LOCUST ST,DUBUQUE,52001,"157 LOCUST ST
DUBUQUE 52001
(42.495307, -90.665438)",31,Dubuque,1071100,AMERICAN COCKTAILS
S03688600022,01/23/2012,3679,FRANKLIN STREET FLORAL & GIFT,103 FRANKLIN ST,MONONA,52159,"103 FRANKLIN ST
MONONA 52159
(43.055133, -91.390767)",22,Clayton,1012200,SCOTCH WHISKIES
S14871800069,10/01/2013,2522,Hy-Vee Wine and Spirits / Spirit Lak,HWY 9 & 71,SPIRIT LAKE,51360,"HWY 9 &amp; 71
SPIRIT LAKE 51360
",30,Dickinson,1042100,IMPORTED DRY GINS
S15334900137,10/24/2013,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77,Polk,1022100,TEQUILA
S25028600099,04/13/2015,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,"1602 E. 7TH ST.
ATLANTIC 50022
(41.403856, -94.990031)",15,Cass,1081390,IMPORTED SCHNAPPS
S07729600031,09/13/2012,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,"310 N 1ST ST
IOWA CITY 52245
(41.665693, -91.502069)",52,Johnson,1031080,VODKA 80 PROOF
S19385800095,06/05/2014,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.605561, -93.613738)",77,Polk,1081305,APPLE SCHNAPPS
S07153200063,08/16/2012,2508,Hy-Vee Food Store #1 / Cedar Rapids,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,"1843 JOHNSON AVENUE, N.W.
CEDAR RAPIDS 52405
(41.97447, -91.697941)",57,Linn,1081200,CREAM LIQUEURS
S11431800028,04/03/2013,3987,Wine and Spirits Shoppe Of,111 S PHILLIPS ST,ALGONA,50511,"111 S PHILLIPS ST
ALGONA 50511
(43.06882, -94.226873)",55,Kossuth,1031200,VODKA FLAVORED
S22434100001,11/18/2014,3830,Wal-Mart 1435 / Creston,806 LAUREL ST,CRESTON,50801,"806 LAUREL ST
CRESTON 50801
(41.047716, -94.372142)",88,Union,1701100,DECANTERS & SPECIALTY PACKAGES
S04084600008,02/15/2012,4319,Fareway Stores #703 / Humbolt,710 FIRST AVE N,HUMBOLDT,50548,"710 FIRST AVE N
HUMBOLDT 50548
(42.722189, -94.217865)",46,Humboldt,1051110,BLACKBERRY BRANDIES
S10647900049,02/18/2013,3456,Quick Shop / Clear Lake,904 N 8TH ST,CLEAR LAKE,50428,"904 N 8TH ST
CLEAR LAKE 50428
(43.142868, -93.378772)",17,Cerro Gordo,1012100,CANADIAN WHISKIES
S17432400005,02/17/2014,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,"1990 GRAND AVENUE
WEST DES MOINES 50265
(41.571127, -93.73162)",77,Polk,1071100,AMERICAN COCKTAILS
S04855600008,04/04/2012,4369,Kum & Go #28 / Norwalk,2992 SUNSET DR,NORWALK,50211,"2992 SUNSET DR
NORWALK 50211
(41.494857, -93.674051)",91,Warren,1012100,CANADIAN WHISKIES
S16274500009,12/19/2013,4798,Walgreens #05721 / Des Moines,3140 SE 14TH ST,DES MOINES,50320,"3140 SE 14TH ST
DES MOINES 50320
(41.555952, -93.596914)",77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S15680400008,11/12/2013,4102,Fareway Stores #386 / Ames,619 BURNETT AVE,AMES,50010,"619 BURNETT AVE
AMES 50010
(42.027426, -93.615428)",85,Story,1011100,BLENDED WHISKIES
S11491100014,04/09/2013,4647,B and B EAST / Waterloo,1615 BISHOP AVE,WATERLOO,50707,"1615 BISHOP AVE
WATERLOO 50707
(42.49807, -92.293057)",7,Black Hawk,1032080,IMPORTED VODKA
S11435500030,04/03/2013,3735,C B Liquor,1202 A AVE EAST,OSKALOOSA,52577,"1202 A AVE EAST
OSKALOOSA 52577
(41.296286, -92.631487)",10,Buchanan,1031080,VODKA 80 PROOF
S05219100034,04/25/2012,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,"6301 UNIVERSITY
CEDAR FALLS 50613
(42.512771, -92.433344)",7,Black Hawk,1062310,SPICED RUM
S04412300032,03/06/2012,3717,The Liquor Stop / Sumner,201 W 1st ST,SUMNER,50674,"201 W 1st ST
SUMNER 50674
(42.847479, -92.099221)",9,Bremer,1051100,APRICOT BRANDIES
S21891700006,10/21/2014,4754,Walgreens #12148 / Waverly,320 W BREMER AVE,WAVERLY,50677,"320 W BREMER AVE
WAVERLY 50677
(42.725721, -92.475049)",9,Bremer,1081600,WHISKEY LIQUEUR
S22524200055,11/21/2014,4222,Station Mart Liquor and Tobbacco,3594 LAFAYETTE ST,EVANSDALE,50707,"3594 LAFAYETTE ST
EVANSDALE 50707
",7,Black Hawk,1032200,IMPORTED VODKA - MISC
S26620300010,07/07/2015,2607,Hy-Vee Wine and Spirits / Shenandoah,520 SO FREMONT,SHENANDOAH,51601,"520 SO FREMONT
SHENANDOAH 51601
",73,Page,1031100,100 PROOF VODKA
S27158500009,08/05/2015,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,"1823 E KIMBERLY RD
DAVENPORT 52807
(41.556781, -90.548919)",82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S16342800032,12/18/2013,3731,Wal-Mart 1241 / Davenport,5811 ELMORE AVE,DAVENPORT,52807,"5811 ELMORE AVE
DAVENPORT 52807
(41.581826, -90.52886)",82,Scott,1062310,SPICED RUM
S27887300040,09/15/2015,2522,Hy-Vee Wine and Spirits / Spirit Lak,HWY 9 & 71,SPIRIT LAKE,51360,"HWY 9 &amp; 71
SPIRIT LAKE 51360
",30,Dickinson,1032080,IMPORTED VODKA
S29143800013,11/19/2015,4653,Casey's General Store #1617 / Jeffer,"508, N ELM",JEFFERSON,50129,"508, N ELM
JEFFERSON 50129
(42.020203, -94.377422)",37,Greene,1062310,SPICED RUM
S11795800034,04/23/2013,3894,Smokin' Joe's #6 Tobacco and Liquor,1404  1ST AVE NE,CEDAR RAPIDS,52402,"1404 1ST AVE NE
CEDAR RAPIDS 52402
(41.987286, -91.653699)",57,Linn,1012100,CANADIAN WHISKIES
S15256700116,10/21/2013,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77,Polk,1082900,MISC. IMPORTED CORDIALS & LIQUEURS
S12693100008,06/10/2013,4105,Fareway Stores #426 / Nevada,1505 SOUTH B AVE,NEVADA,50201,"1505 SOUTH B AVE
NEVADA 50201
(42.009797, -93.439899)",85,Story,1071100,AMERICAN COCKTAILS
S10442800016,02/05/2013,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,"5750 MERLE HAY ROAD
JOHNSTON 50131
(41.664386, -93.69774)",77,Polk,1071100,AMERICAN COCKTAILS
S06245900192,06/26/2012,2524,Hy-Vee Food Store / Dubuque,3500 DODGE ST,DUBUQUE,52001,"3500 DODGE ST
DUBUQUE 52001
",31,Dubuque,1032080,IMPORTED VODKA
S11539700018,04/09/2013,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,"1602 E. 7TH ST.
ATLANTIC 50022
(41.403856, -94.990031)",15,Cass,1011200,STRAIGHT BOURBON WHISKIES
S11648200025,04/15/2013,2575,Hy-Vee Food Store #1 / Waterloo,2834 Ansborough Ave,WATERLOO,50702,"2834 Ansborough Ave
WATERLOO 50702
(42.472607, -92.376643)",7,Black Hawk,1012100,CANADIAN WHISKIES
S20886300293,08/27/2014,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)",85,Story,1022100,TEQUILA
S28542900030,10/19/2015,3882,Kwik Shop #579 / Davenport,2805 TELEGRAPH RD,DAVENPORT,52802,"2805 TELEGRAPH RD
DAVENPORT 52802
",82,Scott,1012100,CANADIAN WHISKIES
S27882900018,09/14/2015,4869,Lindsanator's,415 S HWY 52,GUTTENBERG,52052,"415 S HWY 52
GUTTENBERG 52052
(42.782585, -91.100479)",22,Clayton,1032080,IMPORTED VODKA
S27469700099,08/24/2015,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29,Des Moines,1081010,AMERICAN AMARETTO
S13801500026,08/07/2013,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,"4100 UNIVERSITY AVE
DES MOINES 50311
(41.600361, -93.673223)",77,Polk,1032080,IMPORTED VODKA
S26793300054,07/15/2015,2551,Hy-Vee Food Store / Chariton,2001 WEST COURT,CHARITON,50049,"2001 WEST COURT
CHARITON 50049
",59,Lucas,1012300,IRISH WHISKIES
S03558800021,01/12/2012,2568,Hy-Vee Food Store #4 / Cedar Rapids,1556 FIRST AVENUE NE,CEDAR RAPIDS,52402,"1556 FIRST AVENUE NE
CEDAR RAPIDS 52402
(41.988968, -91.650752)",57,Linn,1011500,STRAIGHT RYE WHISKIES
S17275800098,02/06/2014,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77,Polk,1062050,BARBADOS RUM
S17473900008,02/19/2014,3932,Main Street Spirits / Mapleton,311 MAIN ST,MAPLETON,51034,"311 MAIN ST
MAPLETON 51034
(42.165915, -95.79375)",67,Monona,1012100,CANADIAN WHISKIES
S08917200020,11/13/2012,4184,Fareway Stores #998 / Muscatine,2100 CEDAR PLAZA DR,MUSCATINE,52761,"2100 CEDAR PLAZA DR
MUSCATINE 52761
(41.435262, -91.081924)",70,Muscatine,1011200,STRAIGHT BOURBON WHISKIES
S05799500024,05/30/2012,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,"2001 BLAIRS FERRY ROAD NE
CEDAR RAPIDS 52402
(42.034799, -91.668909)",57,Linn,1022100,TEQUILA
S25751000025,05/20/2015,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.023145, -93.715664)",85,Story,1012100,CANADIAN WHISKIES
S19542700128,06/16/2014,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29,Des Moines,1031200,VODKA FLAVORED
S19035000050,05/20/2014,2655,Hy-Vee Food Store / Clarinda,1200 S 16TH ST,CLARINDA,51632,"1200 S 16TH ST
CLARINDA 51632
(40.726807, -95.037849)",73,Page,1051100,APRICOT BRANDIES
S06992800008,08/08/2012,2113,Jamboree Foods,1119 MARKET ST. BOX 71,GOWRIE,50543,"1119 MARKET ST. BOX 71
GOWRIE 50543
(42.28057, -94.289457)",94,Webster,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S15524500034,11/05/2013,2233,Forbes Liquor Locker / remi,2508 ENTERPRISE AVE,SPIRIT LAKE,51360,"2508 ENTERPRISE AVE
SPIRIT LAKE 51360
(43.416439, -95.126786)",30,Dickinson,1031080,VODKA 80 PROOF
S20728800019,08/19/2014,4137,Fareway Stores #989 / Waukee,200 SE LAUREL ST,WAUKEE,50263,"200 SE LAUREL ST
WAUKEE 50263
(41.614033, -93.86786)",25,Dallas,1041150,FLAVORED GINS
S12541300092,06/03/2013,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52,Johnson,1081370,WATERMELON SCHNAPPS
S14464200006,09/11/2013,3959,Hartig Drug Company #8 / University,1600 UNIVERSITY AVE,DUBUQUE,52001,"1600 UNIVERSITY AVE
DUBUQUE 52001
(42.498324, -90.687681)",31,Dubuque,1081900,MISC. AMERICAN CORDIALS & LIQUEURS
S05627400146,05/21/2012,2623,Hy-Vee Food Store #4 / Sioux City,2827 HAMILTON BLVD,SIOUX CITY,51104,"2827 HAMILTON BLVD
SIOUX CITY 51104
(42.519884, -96.417783)",97,Woodbury,1022100,TEQUILA
S15366600093,10/28/2013,3525,Wines and Spirits,106 W 2ND ST,WASHINGTON,52353,"106 W 2ND ST
WASHINGTON 52353
(41.300399, -91.692213)",92,Washington,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S03409700120,01/03/2012,2534,Hy-Vee Drugtown / Urbandale,8601 DOUGLAS,URBANDALE,50322,"8601 DOUGLAS
URBANDALE 50322
(41.629416, -93.736469)",77,Polk,1022100,TEQUILA
S23225300003,12/29/2014,4879,Sam's Mini Mart / Morningside Ave Si,4218 MORNINGSIDE AVE,SIOUX CITY,51106,"4218 MORNINGSIDE AVE
SIOUX CITY 51106
(42.47063, -96.352852)",97,Woodbury,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S19955900152,07/07/2014,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,"3235 OAKLAND ROAD NE
CEDAR RAPIDS 52402
(42.010972, -91.658105)",57,Linn,1031100,100 PROOF VODKA
S07453700018,08/30/2012,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,"5050 EDGEWOOD RD
CEDAR RAPIDS 52411
(42.030457, -91.701432)",57,Linn,1062050,BARBADOS RUM
S21639200006,10/07/2014,3822,The Secret Cellar,1205 CURTIS BR RD NE,SWISHER,52338,"1205 CURTIS BR RD NE
SWISHER 52338
",52,Johnson,1011100,BLENDED WHISKIES
S11826200047,04/24/2013,2644,Hy-Vee Fort Dodge Wine and Spirits,1511 2ND AVE NORTH,FORT DODGE,50501,"1511 2ND AVE NORTH
FORT DODGE 50501
(42.508344, -94.177165)",94,Webster,1022100,TEQUILA
S18808300004,05/07/2014,3726,Wal-Mart 1285 / Ottumwa,1940 VENTURE DR,OTTUMWA,52501,"1940 VENTURE DR
OTTUMWA 52501
(41.014548, -92.456904)",90,Wapello,1011100,BLENDED WHISKIES
S27967500007,09/17/2015,4813,USA Food and Gas / Grand Mound,"2293, HWY 30",GRAND MOUND,52751,"2293, HWY 30
GRAND MOUND 52751
(41.828024, -90.646328)",23,Clinton,1031080,VODKA 80 PROOF
S17709100054,03/04/2014,2959,Dahl's / Merle Hay,4343 MERLE HAY ROAD,DES MOINES,50310,"4343 MERLE HAY ROAD
DES MOINES 50310
(41.637408, -93.697647)",77,Polk,1051100,APRICOT BRANDIES
S16817200015,01/14/2014,4774,Casey's General Store #3034 / Esther,"1615, CENTRAL AVE",ESTHERVILLE,51334,"1615, CENTRAL AVE
ESTHERVILLE 51334
(43.402229, -94.822033)",32,Emmet,1062310,SPICED RUM
S26948200001,07/27/2015,3494,Sam's Club 6514 / Waterloo,210 EAST TOWER PARK DR,WATERLOO,50702,"210 EAST TOWER PARK DR
WATERLOO 50702
(42.456362, -92.352552)",7,Black Hawk,1022100,TEQUILA
S28099300138,09/24/2015,4988,Happy's Wine & Spirits,5925 UNIVERSITY AVE,CEDAR FALLS,50613,"5925 UNIVERSITY AVE
CEDAR FALLS 50613
(42.512766, -92.429371)",7,Black Hawk,1022100,TEQUILA
S07253700021,08/22/2012,2955,Dahl's / Beaver,1819 BEAVER,DES MOINES,50310,"1819 BEAVER
DES MOINES 50310
(41.610923, -93.672994)",77,Polk,1042100,IMPORTED DRY GINS
S03556700002,01/12/2012,4165,I-35 Spirits / Ankeny,113 SE DELAWARE AVE STE 101,ANKENY,50023,"113 SE DELAWARE AVE STE 101
ANKENY 50023
(41.731732, -93.58109)",77,Polk,1051010,AMERICAN GRAPE BRANDIES
S15322300091,10/23/2013,3990,Cork and Bottle / Oskaloosa,309 A AVE WEST,OSKALOOSA,52577,"309 A AVE WEST
OSKALOOSA 52577
(41.296228, -92.648153)",62,Mahaska,1081900,MISC. AMERICAN CORDIALS & LIQUEURS
S21143400018,09/10/2014,4112,Corridor Ventures,618 MEADE DR,NORTH LIBERTY,52317,"618 MEADE DR
NORTH LIBERTY 52317
(41.752451, -91.608725)",52,Johnson,1011200,STRAIGHT BOURBON WHISKIES
S13794700012,08/07/2013,3818,Round Window Liquor,703 W PLEASANT ST,KNOXVILLE,50138,"703 W PLEASANT ST
KNOXVILLE 50138
(41.320746, -93.105641)",63,Marion,1011200,STRAIGHT BOURBON WHISKIES
S09235400071,11/29/2012,4484,JEFF'S MARKET / WEST LIBERTY,200 E 3RD,WEST LIBERTY,52776,"200 E 3RD
WEST LIBERTY 52776
(41.569916, -91.261936)",70,Muscatine,1031080,VODKA 80 PROOF
S14802700099,09/26/2013,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52,Johnson,1011200,STRAIGHT BOURBON WHISKIES
S21525900005,10/01/2014,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,"1025 NORTH QUINCY AVE
OTTUWMA 52501
(41.015384, -92.438455)",90,Wapello,1012200,SCOTCH WHISKIES
S25330900026,04/28/2015,4277,Cork It!,769 PROSPECT ST SW,LE MARS,51031,"769 PROSPECT ST SW
LE MARS 51031
(42.776296, -96.178479)",75,Plymouth,1062310,SPICED RUM
S03990800027,02/08/2012,3625,Wal-Mart 0892 / Ankeny,1002 SE NATIONAL DR,ANKENY,50021,"1002 SE NATIONAL DR
ANKENY 50021
(41.704864, -93.582728)",77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM
S20089700004,07/16/2014,3660,Wal-Mart 2935 / Knoxville,814 W BELL AVE,KNOXVILLE,50138,"814 W BELL AVE
KNOXVILLE 50138
",63,Marion,1081600,WHISKEY LIQUEUR
S08938700013,11/14/2012,3885,Buchanan County Liquor Store,400 EAST FIRST ST,INDEPENDENCE,50644,"400 EAST FIRST ST
INDEPENDENCE 50644
(42.46874, -91.89069)",10,Buchanan,1081370,WATERMELON SCHNAPPS
S09706900021,12/26/2012,2510,Hy-Vee Drugstore #3 / Cedar Rapids,2405 MT VERNON RD SE,CEDAR RAPIDS,52403,"2405 MT VERNON RD SE
CEDAR RAPIDS 52403
(41.976952, -91.632647)",57,Linn,1081900,MISC. AMERICAN CORDIALS & LIQUEURS
S09405700004,12/11/2012,3976,North English Family Food,119 NORTH MAIN ST,NORTH ENGLISH,52316,"119 NORTH MAIN ST
NORTH ENGLISH 52316
(41.515209, -92.076452)",48,Iowa,1011100,BLENDED WHISKIES
S14639100027,09/18/2013,3715,Kimberly Mart / Davenport,1714 E KIMBERLY RD,DAVENPORT,52807,"1714 E KIMBERLY RD
DAVENPORT 52807
(41.556966, -90.550657)",82,Scott,1052010,IMPORTED GRAPE BRANDIES
S25865900045,05/27/2015,4860,Jims Foods,812 6TH ST SW,CEDAR RAPIDS,52404,"812 6TH ST SW
CEDAR RAPIDS 52404
(41.968294, -91.677076)",57,Linn,1081600,WHISKEY LIQUEUR
S15771200005,11/18/2013,4644,Kwik Shop #588 / Davenport,"1136, E LOCUST ST",DAVENPORT,52803,"1136, E LOCUST ST
DAVENPORT 52803
(41.538288, -90.558658)",82,Scott,1032080,IMPORTED VODKA
S22615600010,11/25/2014,3993,New Star Liquor / W 4th S / Waterloo,1625 WEST 4TH ST,WATERLOO,50701,"1625 WEST 4TH ST
WATERLOO 50701
",7,Black Hawk,1062310,SPICED RUM
S05217600013,04/25/2012,4035,B and B West,3105 HUDSON RD,CEDAR FALLS,50613,"3105 HUDSON RD
CEDAR FALLS 50613
(42.509207, -92.465829)",7,Black Hawk,1031080,VODKA 80 PROOF
S20346000006,07/30/2014,4200,Fareway Stores #019 / Sioux City,4016 INDIAN HILLS DR,SIOUX CITY,51108,"4016 INDIAN HILLS DR
SIOUX CITY 51108
(42.538468, -96.373207)",97,Woodbury,1012100,CANADIAN WHISKIES
S04910600123,04/05/2012,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52,Johnson,1031200,VODKA FLAVORED
S25469900024,05/05/2015,3400,Last Stop Beverage Shop,2839 E. UNIVERSITY,DES MOINES,50317,"2839 E. UNIVERSITY
DES MOINES 50317
(41.600475, -93.561744)",77,Polk,1031080,VODKA 80 PROOF
S14980700053,10/07/2013,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,"2400 4TH ST SW
MASON CITY 50401
(43.148446, -93.236556)",17,Cerro Gordo,1022100,TEQUILA
S16253600044,12/12/2013,3437,Scott's Foods,1120 SUNSET DRIVE,NORWALK,50211,"1120 SUNSET DRIVE
NORWALK 50211
(41.479869, -93.67811)",91,Warren,1041100,AMERICAN DRY GINS
S07909400041,09/24/2012,2571,Hy-Vee Food Store #2 / Waterloo,2181 LOGAN AVE,WATERLOO,50703,"2181 LOGAN AVE
WATERLOO 50703
(42.530476, -92.337583)",7,Black Hawk,1062300,FLAVORED RUM
S18058600013,03/25/2014,3830,Wal-Mart 1435 / Creston,806 LAUREL ST,CRESTON,50801,"806 LAUREL ST
CRESTON 50801
(41.047716, -94.372142)",88,Union,1081200,CREAM LIQUEURS
S28032100081,09/21/2015,2535,Hy-Vee Food Store #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,"1700 VALLEY WEST DR
WEST DES MOINES 50265
",77,Polk,1081010,AMERICAN AMARETTO
S16977300096,01/22/2014,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,"215 WEST MILWAUKEE
STORM LAKE 50588
(42.647492, -95.202605)",11,Buena Vista,1032200,IMPORTED VODKA - MISC
S16546200058,12/27/2013,2652,Hy-Vee DrugStore / Mason City,875  4TH ST SW,MASON CITY,50401,"875 4TH ST SW
MASON CITY 50401
(43.148257, -93.213856)",17,Cerro Gordo,1011200,STRAIGHT BOURBON WHISKIES
S19693800025,06/23/2014,4615,North Side Liquor & Grocery,1303 NORTH FEDERAL AVE,MASON CITY,50401,"1303 NORTH FEDERAL AVE
MASON CITY 50401
(43.163663, -93.201061)",17,Cerro Gordo,1012200,SCOTCH WHISKIES
S22280000037,11/10/2014,2641,Hy-Vee Drugstore / Council Bluffs,757 W BROADWAY,COUNCIL BLUFFS,51501,"757 W BROADWAY
COUNCIL BLUFFS 51501
(41.261673, -95.855054)",78,Pottawattamie,1022100,TEQUILA
S05230600007,04/25/2012,4163,Fareway Stores #461 / Storm Lake,731 SENECA ST,STORM LAKE,50588,"731 SENECA ST
STORM LAKE 50588
(42.64679, -95.196848)",11,Buena Vista,1012100,CANADIAN WHISKIES
